class,mutant,index,result_java,result_python,equal_results
FIND_DIFFERENCE_BETWEEN_SUMS_OF_TWO_DIAGONALS,ORIGINAL,0,12,NA,False
FIND_DIFFERENCE_BETWEEN_SUMS_OF_TWO_DIAGONALS,ORIGINAL,1,36,NA,False
FIND_DIFFERENCE_BETWEEN_SUMS_OF_TWO_DIAGONALS,ORIGINAL,2,3,NA,False
FIND_DIFFERENCE_BETWEEN_SUMS_OF_TWO_DIAGONALS,ORIGINAL,3,51,NA,False
FIND_DIFFERENCE_BETWEEN_SUMS_OF_TWO_DIAGONALS,ORIGINAL,4,6,NA,False
FIND_DIFFERENCE_BETWEEN_SUMS_OF_TWO_DIAGONALS,ORIGINAL,5,2,NA,False
FIND_DIFFERENCE_BETWEEN_SUMS_OF_TWO_DIAGONALS,ORIGINAL,6,59,NA,False
FIND_DIFFERENCE_BETWEEN_SUMS_OF_TWO_DIAGONALS,ORIGINAL,7,370,NA,False
FIND_DIFFERENCE_BETWEEN_SUMS_OF_TWO_DIAGONALS,ORIGINAL,8,0,NA,False
FIND_DIFFERENCE_BETWEEN_SUMS_OF_TWO_DIAGONALS,ORIGINAL,9,89,NA,False
LENGTH_LONGEST_STRICT_BITONIC_SUBSEQUENCE,ORIGINAL,0,0,NA,False
LENGTH_LONGEST_STRICT_BITONIC_SUBSEQUENCE,ORIGINAL,1,1,NA,False
LENGTH_LONGEST_STRICT_BITONIC_SUBSEQUENCE,ORIGINAL,2,1,NA,False
LENGTH_LONGEST_STRICT_BITONIC_SUBSEQUENCE,ORIGINAL,3,1,NA,False
LENGTH_LONGEST_STRICT_BITONIC_SUBSEQUENCE,ORIGINAL,4,1,NA,False
LENGTH_LONGEST_STRICT_BITONIC_SUBSEQUENCE,ORIGINAL,5,3,NA,False
LENGTH_LONGEST_STRICT_BITONIC_SUBSEQUENCE,ORIGINAL,6,4,NA,False
LENGTH_LONGEST_STRICT_BITONIC_SUBSEQUENCE,ORIGINAL,7,1,NA,False
LENGTH_LONGEST_STRICT_BITONIC_SUBSEQUENCE,ORIGINAL,8,2,NA,False
LENGTH_LONGEST_STRICT_BITONIC_SUBSEQUENCE,ORIGINAL,9,2,NA,False
CHECK_EXIST_TWO_ELEMENTS_ARRAY_WHOSE_SUM_EQUAL_SUM_REST_ARRAY,ORIGINAL,0,true,NA,False
CHECK_EXIST_TWO_ELEMENTS_ARRAY_WHOSE_SUM_EQUAL_SUM_REST_ARRAY,ORIGINAL,1,false,NA,False
CHECK_EXIST_TWO_ELEMENTS_ARRAY_WHOSE_SUM_EQUAL_SUM_REST_ARRAY,ORIGINAL,2,true,NA,False
CHECK_EXIST_TWO_ELEMENTS_ARRAY_WHOSE_SUM_EQUAL_SUM_REST_ARRAY,ORIGINAL,3,false,NA,False
CHECK_EXIST_TWO_ELEMENTS_ARRAY_WHOSE_SUM_EQUAL_SUM_REST_ARRAY,ORIGINAL,4,false,NA,False
CHECK_EXIST_TWO_ELEMENTS_ARRAY_WHOSE_SUM_EQUAL_SUM_REST_ARRAY,ORIGINAL,5,false,NA,False
CHECK_EXIST_TWO_ELEMENTS_ARRAY_WHOSE_SUM_EQUAL_SUM_REST_ARRAY,ORIGINAL,6,false,NA,False
CHECK_EXIST_TWO_ELEMENTS_ARRAY_WHOSE_SUM_EQUAL_SUM_REST_ARRAY,ORIGINAL,7,false,NA,False
CHECK_EXIST_TWO_ELEMENTS_ARRAY_WHOSE_SUM_EQUAL_SUM_REST_ARRAY,ORIGINAL,8,true,NA,False
CHECK_EXIST_TWO_ELEMENTS_ARRAY_WHOSE_SUM_EQUAL_SUM_REST_ARRAY,ORIGINAL,9,false,NA,False
HEIGHT_COMPLETE_BINARY_TREE_HEAP_N_NODES,ORIGINAL,0,6,NA,False
HEIGHT_COMPLETE_BINARY_TREE_HEAP_N_NODES,ORIGINAL,1,6,NA,False
HEIGHT_COMPLETE_BINARY_TREE_HEAP_N_NODES,ORIGINAL,2,5,NA,False
HEIGHT_COMPLETE_BINARY_TREE_HEAP_N_NODES,ORIGINAL,3,4,NA,False
HEIGHT_COMPLETE_BINARY_TREE_HEAP_N_NODES,ORIGINAL,4,3,NA,False
HEIGHT_COMPLETE_BINARY_TREE_HEAP_N_NODES,ORIGINAL,5,0,NA,False
HEIGHT_COMPLETE_BINARY_TREE_HEAP_N_NODES,ORIGINAL,6,5,NA,False
HEIGHT_COMPLETE_BINARY_TREE_HEAP_N_NODES,ORIGINAL,7,6,NA,False
HEIGHT_COMPLETE_BINARY_TREE_HEAP_N_NODES,ORIGINAL,8,5,NA,False
HEIGHT_COMPLETE_BINARY_TREE_HEAP_N_NODES,ORIGINAL,9,4,NA,False
COUNT_CHARACTERS_POSITION_ENGLISH_ALPHABETS,ORIGINAL,0,0,NA,False
COUNT_CHARACTERS_POSITION_ENGLISH_ALPHABETS,ORIGINAL,1,3,NA,False
COUNT_CHARACTERS_POSITION_ENGLISH_ALPHABETS,ORIGINAL,2,1,NA,False
COUNT_CHARACTERS_POSITION_ENGLISH_ALPHABETS,ORIGINAL,3,3,NA,False
COUNT_CHARACTERS_POSITION_ENGLISH_ALPHABETS,ORIGINAL,4,2,NA,False
COUNT_CHARACTERS_POSITION_ENGLISH_ALPHABETS,ORIGINAL,5,0,NA,False
COUNT_CHARACTERS_POSITION_ENGLISH_ALPHABETS,ORIGINAL,6,1,NA,False
COUNT_CHARACTERS_POSITION_ENGLISH_ALPHABETS,ORIGINAL,7,3,NA,False
COUNT_CHARACTERS_POSITION_ENGLISH_ALPHABETS,ORIGINAL,8,0,NA,False
COUNT_CHARACTERS_POSITION_ENGLISH_ALPHABETS,ORIGINAL,9,0,NA,False
NTH_MULTIPLE_NUMBER_FIBONACCI_SERIES,ORIGINAL,0,4500,4500,True
NTH_MULTIPLE_NUMBER_FIBONACCI_SERIES,ORIGINAL,1,1890,1890,True
NTH_MULTIPLE_NUMBER_FIBONACCI_SERIES,ORIGINAL,2,408,408,True
NTH_MULTIPLE_NUMBER_FIBONACCI_SERIES,ORIGINAL,3,204,204,True
NTH_MULTIPLE_NUMBER_FIBONACCI_SERIES,ORIGINAL,4,817,817,True
NTH_MULTIPLE_NUMBER_FIBONACCI_SERIES,ORIGINAL,5,552,552,True
NTH_MULTIPLE_NUMBER_FIBONACCI_SERIES,ORIGINAL,6,120,120,True
NTH_MULTIPLE_NUMBER_FIBONACCI_SERIES,ORIGINAL,7,768,768,True
NTH_MULTIPLE_NUMBER_FIBONACCI_SERIES,ORIGINAL,8,1176,1176,True
NTH_MULTIPLE_NUMBER_FIBONACCI_SERIES,ORIGINAL,9,3840,3840,True
COUNT_PAIRS_TWO_SORTED_ARRAYS_WHOSE_SUM_EQUAL_GIVEN_VALUE_X_1,ORIGINAL,0,2,NA,False
COUNT_PAIRS_TWO_SORTED_ARRAYS_WHOSE_SUM_EQUAL_GIVEN_VALUE_X_1,ORIGINAL,1,0,NA,False
COUNT_PAIRS_TWO_SORTED_ARRAYS_WHOSE_SUM_EQUAL_GIVEN_VALUE_X_1,ORIGINAL,2,0,NA,False
COUNT_PAIRS_TWO_SORTED_ARRAYS_WHOSE_SUM_EQUAL_GIVEN_VALUE_X_1,ORIGINAL,3,0,NA,False
COUNT_PAIRS_TWO_SORTED_ARRAYS_WHOSE_SUM_EQUAL_GIVEN_VALUE_X_1,ORIGINAL,4,0,NA,False
COUNT_PAIRS_TWO_SORTED_ARRAYS_WHOSE_SUM_EQUAL_GIVEN_VALUE_X_1,ORIGINAL,5,0,NA,False
COUNT_PAIRS_TWO_SORTED_ARRAYS_WHOSE_SUM_EQUAL_GIVEN_VALUE_X_1,ORIGINAL,6,0,NA,False
COUNT_PAIRS_TWO_SORTED_ARRAYS_WHOSE_SUM_EQUAL_GIVEN_VALUE_X_1,ORIGINAL,7,0,NA,False
COUNT_PAIRS_TWO_SORTED_ARRAYS_WHOSE_SUM_EQUAL_GIVEN_VALUE_X_1,ORIGINAL,8,0,NA,False
COUNT_PAIRS_TWO_SORTED_ARRAYS_WHOSE_SUM_EQUAL_GIVEN_VALUE_X_1,ORIGINAL,9,2,NA,False
COUNT_NUMBERS_THAT_DONT_CONTAIN_3,ORIGINAL,0,67,67,True
COUNT_NUMBERS_THAT_DONT_CONTAIN_3,ORIGINAL,1,68,68,True
COUNT_NUMBERS_THAT_DONT_CONTAIN_3,ORIGINAL,2,2,2,True
COUNT_NUMBERS_THAT_DONT_CONTAIN_3,ORIGINAL,3,26,26,True
COUNT_NUMBERS_THAT_DONT_CONTAIN_3,ORIGINAL,4,44,44,True
COUNT_NUMBERS_THAT_DONT_CONTAIN_3,ORIGINAL,5,26,26,True
COUNT_NUMBERS_THAT_DONT_CONTAIN_3,ORIGINAL,6,26,26,True
COUNT_NUMBERS_THAT_DONT_CONTAIN_3,ORIGINAL,7,13,13,True
COUNT_NUMBERS_THAT_DONT_CONTAIN_3,ORIGINAL,8,58,58,True
COUNT_NUMBERS_THAT_DONT_CONTAIN_3,ORIGINAL,9,57,57,True
PANGRAM_CHECKING,ORIGINAL,0,true,NA,False
PANGRAM_CHECKING,ORIGINAL,1,false,NA,False
PANGRAM_CHECKING,ORIGINAL,2,true,NA,False
PANGRAM_CHECKING,ORIGINAL,3,true,NA,False
PANGRAM_CHECKING,ORIGINAL,4,true,NA,False
PANGRAM_CHECKING,ORIGINAL,5,false,NA,False
PANGRAM_CHECKING,ORIGINAL,6,false,NA,False
PANGRAM_CHECKING,ORIGINAL,7,false,NA,False
PANGRAM_CHECKING,ORIGINAL,8,false,NA,False
PANGRAM_CHECKING,ORIGINAL,9,false,NA,False
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,0,true,True,False
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,1,true,True,False
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,2,true,True,False
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,3,true,True,False
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,4,false,False,False
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,5,false,False,False
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,6,false,False,False
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,7,false,False,False
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,8,false,False,False
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,9,false,False,False
NUMBER_WAYS_NODE_MAKE_LOOP_SIZE_K_UNDIRECTED_COMPLETE_CONNECTED_GRAPH_N_NODES,ORIGINAL,0,79536431,NA,False
NUMBER_WAYS_NODE_MAKE_LOOP_SIZE_K_UNDIRECTED_COMPLETE_CONNECTED_GRAPH_N_NODES,ORIGINAL,1,30678337,NA,False
NUMBER_WAYS_NODE_MAKE_LOOP_SIZE_K_UNDIRECTED_COMPLETE_CONNECTED_GRAPH_N_NODES,ORIGINAL,2,27889398,NA,False
NUMBER_WAYS_NODE_MAKE_LOOP_SIZE_K_UNDIRECTED_COMPLETE_CONNECTED_GRAPH_N_NODES,ORIGINAL,3,25873296,NA,False
NUMBER_WAYS_NODE_MAKE_LOOP_SIZE_K_UNDIRECTED_COMPLETE_CONNECTED_GRAPH_N_NODES,ORIGINAL,4,15,NA,False
NUMBER_WAYS_NODE_MAKE_LOOP_SIZE_K_UNDIRECTED_COMPLETE_CONNECTED_GRAPH_N_NODES,ORIGINAL,5,23860929,NA,False
NUMBER_WAYS_NODE_MAKE_LOOP_SIZE_K_UNDIRECTED_COMPLETE_CONNECTED_GRAPH_N_NODES,ORIGINAL,6,55063683,NA,False
NUMBER_WAYS_NODE_MAKE_LOOP_SIZE_K_UNDIRECTED_COMPLETE_CONNECTED_GRAPH_N_NODES,ORIGINAL,7,44739242,NA,False
NUMBER_WAYS_NODE_MAKE_LOOP_SIZE_K_UNDIRECTED_COMPLETE_CONNECTED_GRAPH_N_NODES,ORIGINAL,8,38347922,NA,False
NUMBER_WAYS_NODE_MAKE_LOOP_SIZE_K_UNDIRECTED_COMPLETE_CONNECTED_GRAPH_N_NODES,ORIGINAL,9,214748364,NA,False
MINIMIZE_THE_SUM_OF_DIGITS_OF_A_AND_B_SUCH_THAT_A_B_N,ORIGINAL,0,2,2,True
MINIMIZE_THE_SUM_OF_DIGITS_OF_A_AND_B_SUCH_THAT_A_B_N,ORIGINAL,1,12,12,True
MINIMIZE_THE_SUM_OF_DIGITS_OF_A_AND_B_SUCH_THAT_A_B_N,ORIGINAL,2,4,4,True
MINIMIZE_THE_SUM_OF_DIGITS_OF_A_AND_B_SUCH_THAT_A_B_N,ORIGINAL,3,9,9,True
MINIMIZE_THE_SUM_OF_DIGITS_OF_A_AND_B_SUCH_THAT_A_B_N,ORIGINAL,4,8,8,True
MINIMIZE_THE_SUM_OF_DIGITS_OF_A_AND_B_SUCH_THAT_A_B_N,ORIGINAL,5,13,13,True
MINIMIZE_THE_SUM_OF_DIGITS_OF_A_AND_B_SUCH_THAT_A_B_N,ORIGINAL,6,13,13,True
MINIMIZE_THE_SUM_OF_DIGITS_OF_A_AND_B_SUCH_THAT_A_B_N,ORIGINAL,7,5,5,True
MINIMIZE_THE_SUM_OF_DIGITS_OF_A_AND_B_SUCH_THAT_A_B_N,ORIGINAL,8,4,4,True
MINIMIZE_THE_SUM_OF_DIGITS_OF_A_AND_B_SUCH_THAT_A_B_N,ORIGINAL,9,9,9,True
HYPERCUBE_GRAPH,ORIGINAL,0,0,4722366482869645213696,False
HYPERCUBE_GRAPH,ORIGINAL,1,268435456,268435456,True
HYPERCUBE_GRAPH,ORIGINAL,2,0,35184372088832,False
HYPERCUBE_GRAPH,ORIGINAL,3,0,2199023255552,False
HYPERCUBE_GRAPH,ORIGINAL,4,0,19807040628566084398385987584,False
HYPERCUBE_GRAPH,ORIGINAL,5,0,158456325028528675187087900672,False
HYPERCUBE_GRAPH,ORIGINAL,6,0,158456325028528675187087900672,False
HYPERCUBE_GRAPH,ORIGINAL,7,0,68719476736,False
HYPERCUBE_GRAPH,ORIGINAL,8,0,2475880078570760549798248448,False
HYPERCUBE_GRAPH,ORIGINAL,9,0,19342813113834066795298816,False
PRINT_MAXIMUM_SHORTEST_DISTANCE,ORIGINAL,0,2147483647,NA,False
PRINT_MAXIMUM_SHORTEST_DISTANCE,ORIGINAL,1,2147483647,NA,False
PRINT_MAXIMUM_SHORTEST_DISTANCE,ORIGINAL,2,2147483647,NA,False
PRINT_MAXIMUM_SHORTEST_DISTANCE,ORIGINAL,3,2147483647,NA,False
PRINT_MAXIMUM_SHORTEST_DISTANCE,ORIGINAL,4,2147483647,NA,False
PRINT_MAXIMUM_SHORTEST_DISTANCE,ORIGINAL,5,2147483647,NA,False
PRINT_MAXIMUM_SHORTEST_DISTANCE,ORIGINAL,6,2147483647,NA,False
PRINT_MAXIMUM_SHORTEST_DISTANCE,ORIGINAL,7,4,NA,False
PRINT_MAXIMUM_SHORTEST_DISTANCE,ORIGINAL,8,2147483647,NA,False
PRINT_MAXIMUM_SHORTEST_DISTANCE,ORIGINAL,9,2147483647,NA,False
MAXIMUM_CONSECUTIVE_NUMBERS_PRESENT_ARRAY,ORIGINAL,0,2,NA,False
MAXIMUM_CONSECUTIVE_NUMBERS_PRESENT_ARRAY,ORIGINAL,1,1,NA,False
MAXIMUM_CONSECUTIVE_NUMBERS_PRESENT_ARRAY,ORIGINAL,2,2,NA,False
MAXIMUM_CONSECUTIVE_NUMBERS_PRESENT_ARRAY,ORIGINAL,3,2,NA,False
MAXIMUM_CONSECUTIVE_NUMBERS_PRESENT_ARRAY,ORIGINAL,4,1,NA,False
MAXIMUM_CONSECUTIVE_NUMBERS_PRESENT_ARRAY,ORIGINAL,5,2,NA,False
MAXIMUM_CONSECUTIVE_NUMBERS_PRESENT_ARRAY,ORIGINAL,6,2,NA,False
MAXIMUM_CONSECUTIVE_NUMBERS_PRESENT_ARRAY,ORIGINAL,7,1,NA,False
MAXIMUM_CONSECUTIVE_NUMBERS_PRESENT_ARRAY,ORIGINAL,8,1,NA,False
MAXIMUM_CONSECUTIVE_NUMBERS_PRESENT_ARRAY,ORIGINAL,9,3,NA,False
TURN_OFF_THE_RIGHTMOST_SET_BIT,ORIGINAL,0,8,8,True
TURN_OFF_THE_RIGHTMOST_SET_BIT,ORIGINAL,1,52,52,True
TURN_OFF_THE_RIGHTMOST_SET_BIT,ORIGINAL,2,56,56,True
TURN_OFF_THE_RIGHTMOST_SET_BIT,ORIGINAL,3,0,0,True
TURN_OFF_THE_RIGHTMOST_SET_BIT,ORIGINAL,4,40,40,True
TURN_OFF_THE_RIGHTMOST_SET_BIT,ORIGINAL,5,0,0,True
TURN_OFF_THE_RIGHTMOST_SET_BIT,ORIGINAL,6,0,0,True
TURN_OFF_THE_RIGHTMOST_SET_BIT,ORIGINAL,7,50,50,True
TURN_OFF_THE_RIGHTMOST_SET_BIT,ORIGINAL,8,56,56,True
TURN_OFF_THE_RIGHTMOST_SET_BIT,ORIGINAL,9,88,88,True
K_TH_PRIME_FACTOR_GIVEN_NUMBER,ORIGINAL,0,-1,NA,False
K_TH_PRIME_FACTOR_GIVEN_NUMBER,ORIGINAL,1,3,NA,False
K_TH_PRIME_FACTOR_GIVEN_NUMBER,ORIGINAL,2,2,NA,False
K_TH_PRIME_FACTOR_GIVEN_NUMBER,ORIGINAL,3,3,NA,False
K_TH_PRIME_FACTOR_GIVEN_NUMBER,ORIGINAL,4,3,NA,False
K_TH_PRIME_FACTOR_GIVEN_NUMBER,ORIGINAL,5,-1,NA,False
K_TH_PRIME_FACTOR_GIVEN_NUMBER,ORIGINAL,6,-1,NA,False
K_TH_PRIME_FACTOR_GIVEN_NUMBER,ORIGINAL,7,-1,NA,False
K_TH_PRIME_FACTOR_GIVEN_NUMBER,ORIGINAL,8,-1,NA,False
K_TH_PRIME_FACTOR_GIVEN_NUMBER,ORIGINAL,9,-1,NA,False
FIND_THE_LARGEST_SUBARRAY_WITH_0_SUM,ORIGINAL,0,0,NA,False
FIND_THE_LARGEST_SUBARRAY_WITH_0_SUM,ORIGINAL,1,10,NA,False
FIND_THE_LARGEST_SUBARRAY_WITH_0_SUM,ORIGINAL,2,18,NA,False
FIND_THE_LARGEST_SUBARRAY_WITH_0_SUM,ORIGINAL,3,0,NA,False
FIND_THE_LARGEST_SUBARRAY_WITH_0_SUM,ORIGINAL,4,0,NA,False
FIND_THE_LARGEST_SUBARRAY_WITH_0_SUM,ORIGINAL,5,4,NA,False
FIND_THE_LARGEST_SUBARRAY_WITH_0_SUM,ORIGINAL,6,0,NA,False
FIND_THE_LARGEST_SUBARRAY_WITH_0_SUM,ORIGINAL,7,7,NA,False
FIND_THE_LARGEST_SUBARRAY_WITH_0_SUM,ORIGINAL,8,25,NA,False
FIND_THE_LARGEST_SUBARRAY_WITH_0_SUM,ORIGINAL,9,0,NA,False
MINIMUM_SWAPS_REQUIRED_BRING_ELEMENTS_LESS_EQUAL_K_TOGETHER,ORIGINAL,0,0,NA,False
MINIMUM_SWAPS_REQUIRED_BRING_ELEMENTS_LESS_EQUAL_K_TOGETHER,ORIGINAL,1,4,NA,False
MINIMUM_SWAPS_REQUIRED_BRING_ELEMENTS_LESS_EQUAL_K_TOGETHER,ORIGINAL,2,0,NA,False
MINIMUM_SWAPS_REQUIRED_BRING_ELEMENTS_LESS_EQUAL_K_TOGETHER,ORIGINAL,3,5,NA,False
MINIMUM_SWAPS_REQUIRED_BRING_ELEMENTS_LESS_EQUAL_K_TOGETHER,ORIGINAL,4,0,NA,False
MINIMUM_SWAPS_REQUIRED_BRING_ELEMENTS_LESS_EQUAL_K_TOGETHER,ORIGINAL,5,0,NA,False
MINIMUM_SWAPS_REQUIRED_BRING_ELEMENTS_LESS_EQUAL_K_TOGETHER,ORIGINAL,6,0,NA,False
MINIMUM_SWAPS_REQUIRED_BRING_ELEMENTS_LESS_EQUAL_K_TOGETHER,ORIGINAL,7,3,NA,False
MINIMUM_SWAPS_REQUIRED_BRING_ELEMENTS_LESS_EQUAL_K_TOGETHER,ORIGINAL,8,0,NA,False
MINIMUM_SWAPS_REQUIRED_BRING_ELEMENTS_LESS_EQUAL_K_TOGETHER,ORIGINAL,9,0,NA,False
COUNT_SET_BITS_IN_AN_INTEGER_3,ORIGINAL,0,2,2,True
COUNT_SET_BITS_IN_AN_INTEGER_3,ORIGINAL,1,4,4,True
COUNT_SET_BITS_IN_AN_INTEGER_3,ORIGINAL,2,4,4,True
COUNT_SET_BITS_IN_AN_INTEGER_3,ORIGINAL,3,3,3,True
COUNT_SET_BITS_IN_AN_INTEGER_3,ORIGINAL,4,4,4,True
COUNT_SET_BITS_IN_AN_INTEGER_3,ORIGINAL,5,4,4,True
COUNT_SET_BITS_IN_AN_INTEGER_3,ORIGINAL,6,4,4,True
COUNT_SET_BITS_IN_AN_INTEGER_3,ORIGINAL,7,4,4,True
COUNT_SET_BITS_IN_AN_INTEGER_3,ORIGINAL,8,4,4,True
COUNT_SET_BITS_IN_AN_INTEGER_3,ORIGINAL,9,5,5,True
FIND_SUM_EVEN_INDEX_BINOMIAL_COEFFICIENTS,ORIGINAL,0,131072,NA,False
FIND_SUM_EVEN_INDEX_BINOMIAL_COEFFICIENTS,ORIGINAL,1,0,NA,False
FIND_SUM_EVEN_INDEX_BINOMIAL_COEFFICIENTS,ORIGINAL,2,0,NA,False
FIND_SUM_EVEN_INDEX_BINOMIAL_COEFFICIENTS,ORIGINAL,3,65536,NA,False
FIND_SUM_EVEN_INDEX_BINOMIAL_COEFFICIENTS,ORIGINAL,4,0,NA,False
FIND_SUM_EVEN_INDEX_BINOMIAL_COEFFICIENTS,ORIGINAL,5,0,NA,False
FIND_SUM_EVEN_INDEX_BINOMIAL_COEFFICIENTS,ORIGINAL,6,33554432,NA,False
