class,mutant,test_index,result
TOTAL_NUMBER_OF_NON_DECREASING_NUMBERS_WITH_N_DIGITS,ORIGINAL,0,14307150
TOTAL_NUMBER_OF_NON_DECREASING_NUMBERS_WITH_N_DIGITS,ORIGINAL,1,2054455634
TOTAL_NUMBER_OF_NON_DECREASING_NUMBERS_WITH_N_DIGITS,ORIGINAL,2,868754947060
TOTAL_NUMBER_OF_NON_DECREASING_NUMBERS_WITH_N_DIGITS,ORIGINAL,3,2290415157800
TOTAL_NUMBER_OF_NON_DECREASING_NUMBERS_WITH_N_DIGITS,ORIGINAL,4,3679075400
TOTAL_NUMBER_OF_NON_DECREASING_NUMBERS_WITH_N_DIGITS,ORIGINAL,5,3585446225075
TOTAL_NUMBER_OF_NON_DECREASING_NUMBERS_WITH_N_DIGITS,ORIGINAL,6,708930508
TOTAL_NUMBER_OF_NON_DECREASING_NUMBERS_WITH_N_DIGITS,ORIGINAL,7,1174992339235
TOTAL_NUMBER_OF_NON_DECREASING_NUMBERS_WITH_N_DIGITS,ORIGINAL,8,411731930610
TOTAL_NUMBER_OF_NON_DECREASING_NUMBERS_WITH_N_DIGITS,ORIGINAL,9,1429144287220
